route_id,obs_len,rank,neighbor_route_id,probability,cos_dist,ade_raw_m,fde_raw_m,ade_snapped_m,fde_snapped_m,corridor_dist_raw_m,corridor_dist_snapped_m,is_top1
G018,20,1,C026,0.187085,0.001945,0.753,0.0,0.8703,0.0,0.2674,0.0,1
G018,20,2,C010,0.187053,0.001953,0.7783,0.0,0.9426,0.0,0.2908,0.0,0
G018,20,3,C025,0.18513,0.00247,8.0931,9.9518,8.0759,9.9518,0.2475,0.0,0
G018,20,4,C009,0.18028,0.003797,8.1956,9.9518,8.155,9.9518,0.2481,0.0,0
G018,20,5,G014,0.173624,0.005678,9.2069,9.9518,9.3075,9.9518,0.2862,0.0,0
G018,20,6,C014,0.086828,0.040327,34.1243,59.5936,33.9066,59.5936,0.326,0.0,0
G019,12,1,C014,0.234696,0.029225,15.7946,19.0121,15.5842,19.0121,0.326,0.0,1
G019,12,2,C026,0.160952,0.048084,20.1569,40.6074,20.1815,40.6074,0.2674,0.0,0
G019,12,3,G018,0.15903,0.048685,19.9238,40.6074,20.0097,40.6074,0.3356,0.0,0
G019,12,4,C025,0.152685,0.050721,13.064,31.4996,13.1874,31.4996,0.2475,0.0,0
G019,12,5,C010,0.147424,0.052474,19.6103,40.6074,19.6672,40.6074,0.2908,0.0,0
G019,12,6,G014,0.145213,0.053229,12.3762,31.4996,12.2593,31.4996,0.2862,0.0,0
G019,16,1,C014,0.23668,0.024475,15.7946,19.0121,15.5842,19.0121,0.326,0.0,1
G019,16,2,G018,0.158605,0.044489,19.9238,40.6074,20.0097,40.6074,0.3356,0.0,0
G019,16,3,C026,0.157211,0.044931,20.1569,40.6074,20.1815,40.6074,0.2674,0.0,0
G019,16,4,C025,0.153262,0.046203,13.064,31.4996,13.1874,31.4996,0.2475,0.0,0
G019,16,5,G014,0.148225,0.047874,12.3762,31.4996,12.2593,31.4996,0.2862,0.0,0
G019,16,6,C010,0.146017,0.048624,19.6103,40.6074,19.6672,40.6074,0.2908,0.0,0
G019,20,1,C014,0.237601,0.023878,15.7946,19.0121,15.5842,19.0121,0.326,0.0,1
G019,20,2,C026,0.159696,0.043744,20.1569,40.6074,20.1815,40.6074,0.2674,0.0,0
G019,20,3,G018,0.158017,0.044273,19.9238,40.6074,20.0097,40.6074,0.3356,0.0,0
G019,20,4,C025,0.151864,0.046258,13.064,31.4996,13.1874,31.4996,0.2475,0.0,0
G019,20,5,C010,0.147512,0.047712,19.6103,40.6074,19.6672,40.6074,0.2908,0.0,0
G019,20,6,G014,0.145309,0.048465,12.3762,31.4996,12.2593,31.4996,0.2862,0.0,0
G020,12,1,C023,0.273,0.052446,53.5468,97.7455,53.7617,97.7455,0.3657,0.0,1
G020,12,2,G005,0.233626,0.060234,18.3084,27.5241,18.2505,27.5241,0.2445,0.0,0
G020,12,3,C022,0.182896,0.072474,58.7092,92.475,58.7817,92.475,0.154,0.0,0
G020,12,4,C017,0.107452,0.099067,64.0518,90.7794,64.1661,90.7794,0.4273,0.0,0
G020,12,5,C020,0.104946,0.100247,70.0961,107.5821,70.1285,107.5821,0.4011,0.0,0
G020,12,6,G011,0.09808,0.103631,36.8705,31.3667,36.8373,31.3667,0.1602,0.0,0
G020,16,1,C023,0.260539,0.050224,53.5468,97.7455,53.7617,97.7455,0.3657,0.0,1
G020,16,2,G005,0.230044,0.056448,18.3084,27.5241,18.2505,27.5241,0.2445,0.0,0
G020,16,3,C022,0.181984,0.068166,58.7092,92.475,58.7817,92.475,0.154,0.0,0
G020,16,4,C017,0.114166,0.091479,64.0518,90.7794,64.1661,90.7794,0.4273,0.0,0
G020,16,5,C020,0.111187,0.092801,70.0961,107.5821,70.1285,107.5821,0.4011,0.0,0
G020,16,6,C018,0.102079,0.097074,71.0413,133.5319,71.0815,133.5319,0.4193,0.0,0
G020,20,1,C023,0.258615,0.05075,53.5468,97.7455,53.7617,97.7455,0.3657,0.0,1
G020,20,2,G005,0.246167,0.053217,18.3084,27.5241,18.2505,27.5241,0.2445,0.0,0
G020,20,3,C022,0.174613,0.070389,58.7092,92.475,58.7817,92.475,0.154,0.0,0
G020,20,4,C017,0.111094,0.092998,64.0518,90.7794,64.1661,90.7794,0.4273,0.0,0
G020,20,5,C020,0.105832,0.095425,70.0961,107.5821,70.1285,107.5821,0.4011,0.0,0
G020,20,6,G011,0.103679,0.096453,36.8705,31.3667,36.8373,31.3667,0.1602,0.0,0
